gender,yearsExperience,yearsSchool,wage,,STD,AVG,COV
male,4,30,5.678537966,,,,
male,26,6,3.578329636,,,,
male,47,2,4.616169911,,,,
male,4,0,8.039437093,,,,
male,29,25,7.145190266,,,,
male,22,30,7.433243508,,,,
male,13,30,2.008016,,,,
male,3,8,2.002964387,,,,
male,21,42,3.281219842,,,,
male,18,1,1.993560799,,,,
male,26,18,9.375558069,,,,
male,36,30,5.97133758,,,,
male,12,21,9.753184713,,,,
male,25,20,4.5933366,,,,
male,10,1,7.04311612,,,,
male,4,33,5.597502847,,,,
male,42,36,6.255686988,,,,
male,16,22,2.761312176,,,,
male,9,44,4.89955904,,,,
male,38,13,10.10534052,,,,
male,28,38,2.569734241,,,,
male,9,44,7.735167213,,,,
male,26,15,2.75600196,,,,
male,46,22,9.353908034,,,,
male,0,8,5.775802596,,,,
male,9,40,5.006536311,,,,
male,35,6,5.709151024,,,,
male,31,29,0.52581949,,,,
male,20,13,2.14355708,,,,
male,39,11,7.655561,,,,
male,9,29,8.57422832,,,,
male,10,29,3.112097761,,,,
male,28,5,3.976910828,,,,
male,43,42,3.765920429,,,,
male,27,34,7.34933856,,,,
male,38,27,1.041156296,,,,
male,21,26,5.81822636,,,,
male,48,8,0.221160651,,,,
male,47,35,4.89955904,,,,
male,3,12,3.10703744,,,,
male,18,1,3.837004067,,,,
male,27,24,4.386657542,,,,
male,31,32,3.728444928,,,,
male,14,6,4.5933366,,,,
male,3,39,6.322011664,,,,
male,45,21,6.050955414,,,,
male,12,39,4.392708105,,,,
male,10,49,6.43067124,,,,
male,32,22,5.732484076,,,,
male,20,37,4.5933366,,,,
male,0,27,3.686010852,,,,
male,9,36,7.156045493,,,,
male,12,2,7.04311612,,,,
male,7,16,4.777070064,,,,
male,14,35,9.492895639,,,,
male,12,0,3.791325447,,,,
male,39,5,3.36844684,,,,
male,31,9,3.98089172,,,,
male,19,41,5.732484076,,,,
male,20,1,2.205862079,,,,
male,3,13,1.905384071,,,,
male,41,27,4.777070064,,,,
male,5,10,2.381094113,,,,
male,13,1,4.556988245,,,,
male,42,48,7.96178344,,,,
male,14,20,5.538631958,,,,
male,13,31,9.663019217,,,,
male,38,41,5.20578148,,,,
male,19,38,6.407873996,,,,
male,26,3,5.696235306,,,,
male,25,11,39.8089172,,,,
male,13,34,4.5933366,,,,
male,37,37,9.569451249,,,,
male,13,17,8.57422832,,,,
male,38,2,0.762537006,,,,
male,33,26,5.725327417,,,,
male,38,34,18.47341909,,,,
male,44,11,3.364133848,,,,
male,20,31,4.732114972,,,,
male,7,26,2.14355708,,,,
male,42,16,4.13400294,,,,
male,17,36,7.684691208,,,,
male,19,23,3.705291524,,,,
male,31,4,5.407513324,,,,
male,20,14,3.967666166,,,,
male,25,10,6.098387315,,,,
male,3,6,3.317409767,,,,
male,6,6,11.72287132,,,,
male,10,9,3.74546264,,,,
male,36,9,7.96178344,,,,
male,36,33,2.540994715,,,,
male,17,23,4.220026558,,,,
male,9,15,4.458598726,,,,
male,1,24,7.655561,,,,
male,28,34,5.384130813,,,,
male,4,9,5.66530969,,,,
male,13,22,5.20578148,,,,
male,3,33,5.44912935,,,,
male,38,39,4.114133545,,,,
male,11,11,11.8895966,,,,
male,13,36,3.0622244,,,,
male,39,23,4.562714356,,,,
male,32,40,4.89955904,,,,
male,10,1,0.826125389,,,,
male,20,0,1.83733464,,,,
male,44,31,6.27756002,,,,
male,12,17,4.74644782,,,,
male,45,21,5.20578148,,,,
male,27,39,3.209401076,,,,
male,3,40,5.20578148,,,,
male,48,5,5.81822636,,,,
male,15,9,6.239438451,,,,
male,26,2,11.81143697,,,,
male,22,48,5.81822636,,,,
male,30,48,2.904796611,,,,
male,4,47,4.103380696,,,,
male,16,12,7.34933856,,,,
male,18,30,0.504708934,,,,
male,27,30,0.469721737,,,,
male,9,44,4.631508372,,,,
male,44,6,3.598546187,,,,
male,12,30,6.43067124,,,,
male,19,26,6.369426752,,,,
male,33,14,4.351782253,,,,
male,27,24,4.684837329,,,,
male,16,5,3.970443185,,,,
male,43,16,10.70711344,,,,
male,38,26,4.74644782,,,,
male,25,36,9.843659525,,,,
male,12,40,4.506261103,,,,
male,17,3,5.463969027,,,,
male,39,49,4.199622034,,,,
male,16,11,3.184713376,,,,
male,30,28,5.626702077,,,,
male,23,14,2.14355708,,,,
male,21,10,3.67466928,,,,
male,22,43,5.740685055,,,,
male,17,10,7.96178344,,,,
male,44,46,1.37800098,,,,
male,25,29,5.132871375,,,,
male,29,1,3.0622244,,,,
male,8,28,6.824385805,,,,
male,32,19,1.313283866,,,,
male,15,3,5.51200392,,,,
male,39,30,5.939518729,,,,
male,21,49,6.58679085,,,,
male,22,30,4.094631483,,,,
male,45,20,6.609782478,,,,
male,3,18,5.352459455,,,,
male,0,6,2.060350613,,,,
male,29,38,3.63967243,,,,
male,6,45,6.578750635,,,,
male,11,2,2.514247402,,,,
male,2,32,5.328752696,,,,
male,17,25,7.34933856,,,,
male,12,18,9.099181074,,,,
male,37,18,8.666095051,,,,
male,28,33,2.171395484,,,,
male,5,19,9.299363057,,,,
male,18,48,2.815216244,,,,
male,11,38,7.04311612,,,,
male,17,11,7.463050723,,,,
male,11,7,5.392878485,,,,
male,21,1,3.251996053,,,,
male,6,2,4.28711416,,,,
male,5,1,5.915143714,,,,
male,34,26,7.134982852,,,,
male,21,41,11.63645272,,,,
male,21,46,5.177824554,,,,
male,26,14,4.654069652,,,,
male,7,36,0.77675936,,,,
male,9,45,5.384130813,,,,
male,44,23,11.19899209,,,,
male,22,20,7.453584497,,,,
male,10,42,7.81156111,,,,
male,23,4,8.26800588,,,,
male,23,2,1.851577544,,,,
male,11,27,4.512271002,,,,
male,27,34,3.789808917,,,,
male,13,8,3.571379119,,,,
male,37,40,10.61571125,,,,
male,37,6,5.51200392,,,,
male,24,14,12.08673214,,,,
male,27,28,4.89955904,,,,
male,11,42,2.587579618,,,,
male,7,32,3.15318156,,,,
male,49,3,2.441952748,,,,
male,26,5,3.8781215,,,,
male,0,34,6.077697282,,,,
male,35,8,5.479769979,,,,
male,17,22,8.717281138,,,,
male,20,19,5.654321398,,,,
male,15,46,7.600747914,,,,
male,45,34,8.106543138,,,,
male,12,23,2.364520372,,,,
male,33,47,4.190412337,,,,
male,47,12,5.661712668,,,,
male,22,27,7.96178344,,,,
male,10,15,5.846064763,,,,
male,8,6,4.121821651,,,,
male,31,25,5.061614901,,,,
male,36,35,5.248806553,,,,
male,39,33,4.099136028,,,,
male,35,17,12.32792275,,,,
male,7,47,25.07673404,,,,
male,2,19,5.849473547,,,,
male,17,45,5.51200392,,,,
male,35,16,3.0622244,,,,
male,17,48,8.320422333,,,,
male,35,5,0.891244415,,,,
male,15,5,7.828345728,,,,
male,21,28,4.398775381,,,,
male,11,34,8.450317415,,,,
male,9,4,0.231447193,,,,
male,36,30,2.672486749,,,,
male,13,12,3.581203796,,,,
male,14,40,10.41156296,,,,
male,38,45,7.006369427,,,,
male,18,25,9.582323432,,,,
male,11,23,4.5933366,,,,
male,43,35,6.757233177,,,,
male,38,10,7.34933856,,,,
male,14,9,10.3948213,,,,
male,31,21,6.510969568,,,,
male,48,15,18.3733464,,,,
male,47,15,3.56497766,,,,
male,25,0,9.02398123,,,,
male,32,0,6.210191083,,,,
male,21,28,6.43067124,,,,
male,18,11,10.10534052,,,,
male,34,30,11.78531443,,,,
male,44,21,3.470217646,,,,
male,43,6,4.246284501,,,,
male,32,34,6.255487515,,,,
male,23,22,13.60988622,,,,
male,24,15,6.43067124,,,,
male,27,9,6.73689368,,,,
male,27,45,5.887705401,,,,
male,23,32,1.741640127,,,,
male,30,3,10.43679477,,,,
male,15,10,5.129739666,,,,
male,25,40,7.011797916,,,,
male,7,16,10.56467418,,,,
male,29,48,9.099181074,,,,
male,37,34,3.307565821,,,,
male,30,30,3.558338967,,,,
male,6,27,7.34933856,,,,
male,17,41,5.492711906,,,,
male,31,35,1.561134008,,,,
male,17,26,12.15152957,,,,
male,13,4,4.796120073,,,,
male,23,17,5.414012739,,,,
male,41,49,6.634819533,,,,
male,40,14,12.48907206,,,,
male,43,23,3.0622244,,,,
male,35,27,5.98434703,,,,
male,27,6,7.50816513,,,,
male,39,42,12.85323829,,,,
male,27,18,5.81822636,,,,
male,4,1,7.556946993,,,,
male,49,24,2.316155182,,,,
male,4,5,4.28711416,,,,
male,8,48,11.33023028,,,,
male,45,18,3.256353145,,,,
male,29,31,4.825323297,,,,
male,31,30,9.910291218,,,,
male,23,32,5.606889746,,,,
male,25,3,4.153973968,,,,
male,38,14,4.87456129,,,,
male,28,2,1.663430538,,,,
male,16,8,3.258776478,,,,
male,21,19,6.96656051,,,,
male,45,37,10.22723489,,,,
male,39,32,2.814179714,,,,
male,42,15,5.20578148,,,,
male,16,21,10.49425003,,,,
male,15,34,9.799118079,,,,
male,5,24,9.76406758,,,,
male,19,4,7.96178344,,,,
male,5,11,4.28711416,,,,
male,30,40,7.04311612,,,,
male,43,15,3.641984801,,,,
male,16,13,6.563913065,,,,
male,7,18,13.77173352,,,,
male,39,0,4.151395462,,,,
male,10,43,2.547770701,,,,
male,18,7,6.73689368,,,,
male,21,6,4.28711416,,,,
male,40,46,9.186673199,,,,
male,33,37,5.81822636,,,,
male,31,28,7.04311612,,,,
male,22,43,4.159625634,,,,
male,3,41,4.97611465,,,,
male,33,0,5.130991891,,,,
male,6,15,5.3588927,,,,
male,30,40,2.642338609,,,,
male,5,45,3.821656051,,,,
male,4,7,4.5933366,,,,
male,11,28,4.592417932,,,,
male,32,42,5.51200392,,,,
male,33,25,5.755506101,,,,
male,1,33,4.094331839,,,,
male,31,12,3.180002261,,,,
male,16,16,6.956370514,,,,
male,7,27,10.55539471,,,,
male,35,36,3.613127007,,,,
male,11,19,9.764451388,,,,
male,5,33,2.793608224,,,,
male,16,21,5.20578148,,,,
male,40,31,4.604404881,,,,
male,24,19,9.186673199,,,,
male,22,31,8.157031535,,,,
male,30,30,10.11020119,,,,
male,42,48,12.16922997,,,,
male,26,7,5.988349937,,,,
male,43,2,16.22978932,,,,
male,32,24,7.568788645,,,,
male,38,6,10.18461638,,,,
male,45,6,7.003530158,,,,
male,33,38,4.122606312,,,,
male,6,11,3.384392535,,,,
male,29,7,4.814901432,,,,
male,29,2,7.120294133,,,,
male,20,39,3.67466928,,,,
male,6,44,9.186673199,,,,
male,27,1,6.130999012,,,,
male,22,17,2.75600196,,,,
male,28,34,5.81822636,,,,
male,37,45,11.33023028,,,,
male,47,15,1.60035848,,,,
male,46,10,1.309907815,,,,
male,33,47,2.443067795,,,,
male,32,49,4.090457547,,,,
male,12,40,4.349852416,,,,
male,33,19,11.1263404,,,,
male,19,44,0.683265779,,,,
male,11,2,7.316233431,,,,
male,48,30,4.89955904,,,,
male,29,41,6.73689368,,,,
male,29,4,6.26500992,,,,
male,34,6,3.364980171,,,,
male,37,8,4.169079328,,,,
male,14,22,5.242326545,,,,
male,30,21,2.82041037,,,,
male,32,5,8.57422832,,,,
male,4,6,9.186673199,,,,
male,1,46,4.17289319,,,,
male,26,43,10.13317892,,,,
male,14,28,5.846666025,,,,
male,43,42,7.655561,,,,
male,4,5,3.249707526,,,,
male,28,23,5.672918433,,,,
male,3,28,4.094631483,,,,
male,15,40,7.34933856,,,,
male,34,18,8.20097865,,,,
male,33,5,5.20578148,,,,
male,44,4,9.952229299,,,,
male,49,41,2.969429721,,,,
male,46,34,5.51200392,,,,
male,30,14,5.51682632,,,,
male,6,34,14.39245468,,,,
male,19,16,5.05267026,,,,
male,30,0,10.42566016,,,,
male,16,23,6.260547662,,,,
male,6,19,2.75600196,,,,
male,20,26,4.06935598,,,,
male,20,27,3.767176878,,,,
male,5,29,2.250069233,,,,
male,32,14,4.598708923,,,,
male,11,7,1.583309207,,,,
male,24,15,8.92142339,,,,
male,22,49,20.84539664,,,,
male,1,41,4.89955904,,,,
male,45,46,4.018058763,,,,
male,49,0,6.252041483,,,,
male,40,10,3.43519645,,,,
male,9,44,5.744973149,,,,
male,27,46,5.955155093,,,,
male,20,22,4.784246433,,,,
male,41,1,4.035539653,,,,
male,11,21,8.941959803,,,,
male,48,25,9.186673199,,,,
male,22,17,5.459508644,,,,
male,31,2,5.815912336,,,,
male,4,20,2.640724192,,,,
male,34,26,2.44977952,,,,
male,49,44,2.789529964,,,,
male,13,43,7.912331368,,,,
male,16,48,5.925048141,,,,
male,0,48,7.96178344,,,,
male,12,15,4.030038531,,,,
male,45,39,4.611595178,,,,
male,24,12,5.153748443,,,,
male,17,4,5.307855626,,,,
male,26,4,7.612860659,,,,
male,17,5,8.880450759,,,,
male,42,45,3.36844684,,,,
male,14,1,5.164400069,,,,
male,18,40,4.799656683,,,,
male,1,47,3.802642837,,,,
male,15,31,2.557801294,,,,
male,9,29,5.51200392,,,,
male,49,24,13.46939707,,,,
male,36,15,7.04311612,,,,
male,47,37,5.97133758,,,,
male,15,42,11.07143623,,,,
male,39,18,3.115480476,,,,
male,26,47,4.89955904,,,,
male,38,6,5.3588927,,,,
male,17,40,3.768891569,,,,
male,9,38,5.550122896,,,,
male,33,38,2.10559562,,,,
male,48,35,3.868072926,,,,
male,12,18,7.34933856,,,,
male,6,41,10.70201785,,,,
male,15,40,5.790387956,,,,
male,4,0,6.889833826,,,,
male,27,15,6.58378246,,,,
male,41,43,5.332372281,,,,
male,18,4,3.492010281,,,,
male,39,32,5.554732632,,,,
male,29,41,9.628203229,,,,
male,43,39,4.088037874,,,,
male,31,39,2.345149761,,,,
male,22,22,0.813810914,,,,
male,0,42,3.798862874,,,,
male,13,22,1.611697053,,,,
male,41,10,9.646006859,,,,
male,35,5,3.993371004,,,,
male,49,18,3.466354695,,,,
male,31,0,9.902995656,,,,
male,46,26,4.89955904,,,,
male,24,10,2.488057325,,,,
male,37,41,3.927704061,,,,
male,25,36,3.0622244,,,,
male,14,27,4.984768762,,,,
male,11,8,2.75600196,,,,
male,14,28,8.733492945,,,,
male,29,31,2.14355708,,,,
male,30,14,5.671407382,,,,
male,49,28,2.584994623,,,,
male,11,42,3.98089172,,,,
male,16,25,10.41156296,,,,
male,20,10,5.242923653,,,,
male,37,0,0.982936227,,,,
male,23,38,3.98089172,,,,
male,40,15,11.59562306,,,,
male,8,28,6.999370057,,,,
male,0,37,5.966676114,,,,
male,7,2,6.1244488,,,,
male,35,5,6.487379099,,,,
male,7,8,3.039953677,,,,
male,17,40,2.388535032,,,,
male,46,37,8.47449009,,,,
male,34,17,6.351701074,,,,
male,4,24,5.20578148,,,,
male,4,35,7.033722793,,,,
male,40,27,5.778713787,,,,
male,34,17,3.98089172,,,,
male,20,46,1.004905614,,,,
male,41,1,9.128159357,,,,
male,4,45,5.157430568,,,,
male,35,47,4.5933366,,,,
male,14,14,1.831210191,,,,
male,22,45,3.751255771,,,,
male,26,21,6.173919307,,,,
male,21,12,8.26800588,,,,
male,8,31,5.104965954,,,,
male,20,30,8.520972243,,,,
male,41,12,21.4355708,,,,
male,43,12,7.249754026,,,,
male,11,30,13.16756492,,,,
male,48,28,6.43067124,,,,
male,45,3,13.60988622,,,,
male,12,47,5.624217882,,,,
male,43,35,4.792646164,,,,
male,35,3,13.22196372,,,,
male,17,0,8.26800588,,,,
male,36,15,7.279344859,,,,
male,19,34,12.55512004,,,,
male,49,26,7.427156244,,,,
male,16,30,8.492569002,,,,
male,19,30,15.311122,,,,
male,21,13,13.7800098,,,,
male,39,15,9.799118079,,,,
male,22,25,3.98089172,,,,
male,35,8,6.885866759,,,,
male,42,40,2.757327598,,,,
male,5,32,4.088483388,,,,
male,8,29,7.655561,,,,
male,16,4,2.667001349,,,,
male,19,30,7.835850134,,,,
male,22,11,3.618992473,,,,
male,17,20,7.512657194,,,,
male,15,28,5.540926337,,,,
male,28,29,5.81822636,,,,
male,49,17,5.184417123,,,,
male,42,40,10.7177854,,,,
male,27,14,4.485511797,,,,
male,21,27,7.500446455,,,,
male,34,27,10.29171288,,,,
male,14,10,16.33186347,,,,
male,4,7,5.419014907,,,,
male,31,27,5.686988171,,,,
male,36,37,15.9386033,,,,
male,31,45,4.93304122,,,,
male,0,10,9.960420435,,,,
male,13,18,5.141241324,,,,
male,40,33,7.373836355,,,,
male,48,48,11.74504224,,,,
male,22,47,4.934062977,,,,
male,23,16,8.685581934,,,,
male,34,22,9.254722631,,,,
male,30,43,4.89955904,,,,
male,30,12,1.635982899,,,,
male,11,20,4.089957246,,,,
male,26,47,7.446842222,,,,
male,16,30,7.80867222,,,,
male,12,36,3.67466928,,,,
male,20,49,5.12081141,,,,
male,23,10,7.438746571,,,,
male,15,17,8.331930163,,,,
male,20,48,7.30917824,,,,
male,47,8,5.048030526,,,,
male,9,13,5.17606057,,,,
male,35,21,5.3588927,,,,
male,5,37,6.73689368,,,,
male,48,1,2.932216919,,,,
male,5,30,11.14649682,,,,
male,42,40,7.935526184,,,,
male,6,21,7.104360608,,,,
male,25,16,7.285292036,,,,
male,4,10,5.567680727,,,,
male,42,9,14.14747673,,,,
male,23,25,8.880450759,,,,
male,27,9,10.16658501,,,,
male,26,37,10.0713158,,,,
male,13,32,5.027171864,,,,
male,35,15,5.3588927,,,,
male,48,29,5.51200392,,,,
male,16,5,4.29513109,,,,
male,34,5,9.799118079,,,,
male,37,15,9.186673199,,,,
male,26,45,8.982524906,,,,
male,15,11,7.50244978,,,,
male,14,33,11.02400784,,,,
male,37,5,4.697624936,,,,
male,35,47,12.31014209,,,,
male,8,7,7.655561,,,,
male,33,45,8.676302466,,,,
male,21,40,5.352459455,,,,
male,16,35,5.414012739,,,,
male,8,48,11.71596007,,,,
male,5,19,12.2488976,,,,
male,5,43,6.1244488,,,,
male,21,27,2.580207596,,,,
male,41,13,5.238015421,,,,
male,21,43,8.42569838,,,,
male,40,5,4.25108799,,,,
male,4,14,5.185835957,,,,
male,36,0,14.34555575,,,,
male,0,48,8.57422832,,,,
male,8,39,2.585693664,,,,
male,49,18,8.492569002,,,,
male,35,4,5.3588927,,,,
male,28,36,9.664162905,,,,
male,24,45,7.102598176,,,,
male,19,24,6.30886168,,,,
male,16,48,6.747274101,,,,
male,34,31,5.272704265,,,,
male,17,49,12.35858922,,,,
male,40,5,4.948823345,,,,
male,36,25,11.76959291,,,,
male,19,0,5.103707333,,,,
male,34,23,9.186673199,,,,
male,3,11,10.10534052,,,,
male,37,23,5.857841893,,,,
male,13,32,4.5933366,,,,
male,21,34,11.63645272,,,,
male,39,38,0.338237066,,,,
male,21,1,8.124268816,,,,
male,27,9,3.311322776,,,,
male,44,3,2.769315979,,,,
male,27,44,3.364133848,,,,
male,23,36,4.454144582,,,,
male,26,46,10.04409603,,,,
male,25,39,11.33023028,,,,
male,36,22,6.73689368,,,,
male,25,11,4.615526632,,,,
male,48,24,6.58378246,,,,
male,9,26,4.990291615,,,,
male,40,16,8.819206271,,,,
male,11,25,3.573956122,,,,
male,31,42,4.66055616,,,,
male,12,16,4.70226136,,,,
male,25,34,3.929191827,,,,
male,17,28,9.82070204,,,,
male,34,19,3.582802548,,,,
male,14,15,8.26800588,,,,
male,11,45,6.43067124,,,,
male,22,5,5.941629433,,,,
male,4,22,3.992528173,,,,
male,20,5,6.066120716,,,,
male,17,13,8.57422832,,,,
male,36,24,8.26800588,,,,
male,5,41,11.99622976,,,,
male,23,45,12.11996184,,,,
male,1,19,6.304210778,,,,
male,18,47,9.35257599,,,,
male,24,22,6.840359172,,,,
male,32,46,7.254472382,,,,
male,45,44,3.655741623,,,,
male,32,27,6.920503915,,,,
male,46,22,11.26667468,,,,
male,45,49,9.186673199,,,,
male,43,14,3.588409438,,,,
male,42,41,3.455113568,,,,
male,3,2,9.720605497,,,,
male,18,13,14.61835648,,,,
male,28,43,11.55742757,,,,
male,28,27,6.598163071,,,,
male,19,19,3.919647232,,,,
male,33,30,4.454144582,,,,
male,3,38,5.243264257,,,,
male,24,35,18.3733464,,,,
male,24,42,7.814343005,,,,
male,46,44,7.006369427,,,,
male,7,16,13.49188918,,,,
male,42,15,7.145190266,,,,
male,32,34,7.551382231,,,,
male,24,20,7.96178344,,,,
male,26,34,7.735167213,,,,
male,8,2,8.710327182,,,,
male,44,2,5.05161432,,,,
male,5,38,4.89955904,,,,
male,18,11,2.681863895,,,,
male,22,6,14.33633031,,,,
male,7,6,12.00391965,,,,
male,33,28,15.00489956,,,,
male,28,38,3.358771152,,,,
male,42,40,10.41156296,,,,
male,34,45,4.812455768,,,,
male,8,41,7.96178344,,,,
male,25,38,8.206761392,,,,
male,46,12,6.281485948,,,,
male,21,31,22.91183614,,,,
male,43,0,5.20578148,,,,
male,7,44,5.554732632,,,,
male,17,30,4.072523499,,,,
male,10,17,6.916015037,,,,
male,6,3,6.2738256,,,,
male,9,40,13.08182264,,,,
male,8,22,1.894702895,,,,
male,43,43,6.104881871,,,,
male,48,11,8.307947937,,,,
male,36,10,9.506607092,,,,
male,18,29,9.733841823,,,,
male,2,48,3.98089172,,,,
male,0,49,7.655561,,,,
male,0,26,9.799118079,,,,
male,44,29,7.041577313,,,,
male,48,36,6.126903489,,,,
male,48,20,0.415216868,,,,
male,29,45,5.290221555,,,,
male,39,23,7.34933856,,,,
male,31,19,5.594766741,,,,
male,36,48,3.330754134,,,,
male,36,12,9.064184223,,,,
male,31,6,3.386277514,,,,
male,40,25,6.62307649,,,,
male,12,3,4.713106476,,,,
male,35,30,7.34933856,,,,
male,15,30,4.865872232,,,,
male,28,15,7.20197507,,,,
male,42,19,5.307855626,,,,
male,22,43,17.69285209,,,,
male,13,19,9.799118079,,,,
male,20,37,10.81063995,,,,
male,47,2,10.26499074,,,,
male,7,38,8.880450759,,,,
male,15,45,9.211980839,,,,
male,1,34,11.18620785,,,,
male,49,48,5.784201644,,,,
male,41,41,11.3526368,,,,
male,1,41,5.97133758,,,,
male,15,31,3.0622244,,,,
male,7,41,15.311122,,,,
male,48,32,7.38178597,,,,
male,30,5,8.703564505,,,,
male,31,30,9.099181074,,,,
male,14,7,7.72571978,,,,
male,47,30,3.0622244,,,,
male,3,43,4.627361315,,,,
male,46,0,6.369426752,,,,
male,6,15,4.676851811,,,,
male,39,22,10.10534052,,,,
male,19,42,4.777070064,,,,
male,16,27,9.799118079,,,,
male,47,1,7.655561,,,,
male,14,10,3.999640032,,,,
male,20,46,9.186673199,,,,
male,14,23,13.48026826,,,,
male,36,4,9.637948374,,,,
male,19,37,13.15997263,,,,
male,45,40,10.97354422,,,,
male,48,23,4.038585803,,,,
male,3,12,8.807108595,,,,
male,34,29,9.803688564,,,,
male,6,16,17.31868301,,,,
male,46,23,9.186673199,,,,
male,15,0,4.239219136,,,,
male,29,8,3.98089172,,,,
male,28,45,1.094403222,,,,
male,6,33,9.231053263,,,,
male,28,42,4.873703847,,,,
male,5,38,10.17074132,,,,
male,14,15,4.649216607,,,,
male,11,30,8.765266172,,,,
male,30,48,2.66132037,,,,
male,34,38,7.352873595,,,,
male,26,34,8.880450759,,,,
male,27,4,7.34933856,,,,
male,14,31,6.303078556,,,,
male,45,29,4.109307582,,,,
male,48,45,4.5933366,,,,
male,3,38,6.1244488,,,,
male,15,44,10.20741467,,,,
male,9,10,11.02400784,,,,
male,40,17,6.128169984,,,,
male,39,26,9.799118079,,,,
male,13,40,2.203742077,,,,
male,47,35,5.96202192,,,,
male,24,11,5.81822636,,,,
male,20,48,2.779386219,,,,
male,13,34,3.377726308,,,,
male,49,36,7.979595036,,,,
male,47,32,2.14355708,,,,
male,16,28,2.967573827,,,,
male,27,4,2.775139934,,,,
male,49,29,7.19622734,,,,
male,21,43,12.7388535,,,,
male,4,37,7.716805488,,,,
male,46,22,13.80042463,,,,
male,12,39,9.749122579,,,,
male,0,25,10.10534052,,,,
male,9,18,10.74840764,,,,
male,30,29,9.44723718,,,,
male,0,17,22.11606511,,,,
male,1,5,6.687898089,,,,
male,14,47,7.760450985,,,,
male,27,14,10.31797854,,,,
male,41,22,2.653927813,,,,
male,18,34,9.064184223,,,,
male,29,33,5.462222792,,,,
male,42,32,12.82731776,,,,
male,41,4,7.655561,,,,
male,29,18,9.969781732,,,,
male,19,34,20.41482933,,,,
male,48,28,7.04311612,,,,
male,43,31,13.7800098,,,,
male,46,24,4.20197926,,,,
male,12,4,8.57422832,,,,
male,34,28,10.7177854,,,,
male,1,34,5.971080155,,,,
male,15,10,10.99148864,,,,
male,3,9,6.634819533,,,,
male,36,7,15.311122,,,,
male,14,33,7.224302554,,,,
male,31,20,4.028983029,,,,
male,24,13,2.316155182,,,,
male,23,42,11.63645272,,,,
male,27,29,4.172113593,,,,
male,9,43,4.5933366,,,,
male,10,35,7.655561,,,,
male,24,37,4.164625184,,,,
male,0,8,3.711146359,,,,
male,44,45,7.441205292,,,,
male,23,13,5.453276328,,,,
male,30,33,6.775985906,,,,
male,21,13,9.692605926,,,,
male,10,32,7.34933856,,,,
male,1,41,6.285618505,,,,
male,21,32,10.38493492,,,,
male,37,12,7.017165065,,,,
male,43,3,2.680735165,,,,
male,30,19,13.8465799,,,,
male,44,45,7.04311612,,,,
male,42,27,3.834681464,,,,
male,48,1,0.184621065,,,,
male,11,15,7.021986771,,,,
male,29,2,6.658946149,,,,
male,3,48,5.81822636,,,,
male,36,48,9.799118079,,,,
male,15,42,3.595644134,,,,
male,6,27,3.766536012,,,,
male,11,19,6.43067124,,,,
male,27,48,4.215061821,,,,
male,25,49,7.464171975,,,,
male,41,48,3.536114782,,,,
male,38,19,7.361649009,,,,
male,34,7,7.041032974,,,,
male,38,2,6.734195685,,,,
male,30,43,1.04245937,,,,
male,38,15,3.07074749,,,,
male,30,19,3.8837968,,,,
male,11,27,2.276828151,,,,
male,47,20,6.185693288,,,,
male,41,5,16.79848814,,,,
male,44,32,8.935067587,,,,
male,45,2,3.44914806,,,,
male,46,5,8.57422832,,,,
male,47,19,6.44678821,,,,
male,44,6,7.502665126,,,,
male,16,25,4.29145774,,,,
male,18,45,3.67466928,,,,
male,16,28,7.014787171,,,,
male,8,15,4.89955904,,,,
male,40,16,7.181216436,,,,
male,5,30,7.90477783,,,,
male,19,42,6.675381748,,,,
male,48,42,4.342790967,,,,
male,32,41,12.2488976,,,,
male,34,28,4.549590537,,,,
male,8,43,4.408997504,,,,
male,21,14,7.893734008,,,,
male,18,22,14.69867712,,,,
male,21,26,4.549590537,,,,
male,33,38,7.516368981,,,,
male,33,46,8.084272416,,,,
male,23,19,22.1239682,,,,
male,49,42,7.994017381,,,,
male,18,13,18.46229115,,,,
male,39,48,7.04311612,,,,
male,42,46,12.2432917,,,,
male,40,18,7.655561,,,,
male,17,4,3.8277805,,,,
male,35,6,7.599884192,,,,
male,34,16,9.216212342,,,,
male,6,27,11.63645272,,,,
male,5,18,5.199532042,,,,
male,22,5,2.994174969,,,,
male,11,42,7.213239697,,,,
male,47,35,0.816593173,,,,
male,7,14,7.485437422,,,,
male,40,7,7.774887115,,,,
male,48,26,6.725481663,,,,
male,7,41,7.6203074,,,,
male,25,34,8.015218228,,,,
male,29,31,2.467403833,,,,
male,39,35,12.39791095,,,,
male,11,22,14.29756885,,,,
male,33,40,2.60289074,,,,
male,46,42,3.67466928,,,,
male,47,13,1.632628183,,,,
male,23,24,7.04311612,,,,
male,4,48,3.598546187,,,,
male,34,9,10.88790898,,,,
male,17,32,8.4211171,,,,
male,7,34,7.237984945,,,,
male,18,25,4.924814499,,,,
male,27,5,8.800847268,,,,
male,12,25,6.079279329,,,,
male,19,38,4.376821276,,,,
male,48,47,2.895193978,,,,
male,4,48,3.266372693,,,,
male,28,43,4.94955454,,,,
male,29,34,10.7177854,,,,
male,40,47,2.044507352,,,,
male,4,12,7.259273136,,,,
male,36,20,6.1244488,,,,
male,41,0,4.246284501,,,,
male,10,21,6.591903495,,,,
male,5,33,9.952229299,,,,
